property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
82897,-37.90881729,145.2508545,8 Erskine Drive,ROWVILLE,BALLARAT ,19868,4.93,46,1
90915,-37.965995,145.085734,64 Benkel Avenue,CHELTENHAM,YARRA RANGES ,19865,2.53,43,1
59839,-37.82377,145.19958,31 Simpson Street,MITCHAM,PORT PHILLIP ,19900,0.93,31,1
56597,-37.8591,145.097598,33 Leopold Street,BURWOOD,MARIBYRNONG ,19848,1.46,27,1
23178,-37.74738312,144.96667480000005,8 Hatton Grove,COBURG,MOONEE VALLEY ,19965,0.63,23,1
46243,-37.709763,145.12395700000005,74 Sherbourne Road,MONTMORENCY,PORT PHILLIP ,19986,0.65,48,1
6228,-37.779881,144.842806,156 Cornwall Road,SUNSHINE,KNOX ,20021,1.3,20,1
94427,-37.961773,145.09203,71-77 Pietro Road,HEATHERTON,SOUTH GIPPSLAND ,19865,3.25,43,1
5433,-37.786222,144.863403,1/60 Churchill Avenue,BRAYBROOK,HUME ,20022,1.45,17,1
61826,-37.8116951,145.2224426,33 Nelson Street,RINGWOOD,MACEDON RANGES ,19902,0.74,34,1
68525,-37.853758,145.02553600000005,4/23 Mercer Road,ARMADALE,BRIMBANK ,19945,0.62,16,1
92384,-37.979243,145.059678,63 Collins Street,MENTONE,WEST WIMMERA ,19865,0.56,43,1
96324,-37.91477,145.025034,9 Somers Street,BENTLEIGH,HOBSONS BAY ,19939,1.09,30,1
71506,-37.849379,145.230621,4 Badminton Court,WANTIRNA,CENTRAL GOLDFIELDS ,19871,2.64,37,1
20409,-37.774325,144.95523300000005,115 Gold Street,BRUNSWICK,MARIBYRNONG ,19969,0.32,15,1
48879,-37.810917,145.07273600000005,1/2 Percy Street,BALWYN,HOBSONS BAY ,19893,1.68,20,1
67874,-37.8488326,145.0218398,148 Kooyong Road,TOORAK,MANNINGHAM ,19946,0.73,14,1
16750,-37.705708,144.938058,2/113 West Street,HADFIELD,WYNDHAM ,20032,1.84,28,1
68956,-37.864783,145.036145,24 Cummins Grove,MALVERN,BAW BAW ,19944,0.62,18,1
37966,-37.77383804,145.0176392,124 Gillies Street,FAIRFIELD,NILLUMBIK ,19930,0.6,26,1
16536,-37.705153,144.93954399999996,14 Mikado Street,HADFIELD,WYNDHAM ,19961,1.77,30,1
25301,-37.588653,144.933777,13 Foxglove Lane,CRAIGIEBURN,YARRA RANGES ,40221,1.69,41,1
4762,-37.856991,144.822928,1 Chorley Avenue,ALTONA,BRIMBANK ,19925,1.23,no direct trip is available,0
5961,-37.780482,144.843277,1 Sturt Street,SUNSHINE,KNOX ,20021,1.28,20,1
4316,-37.847336,144.873105,28 Fowler Crescent,NEWPORT,MANSFIELD ,19994,1.06,no direct trip is available,0
84313,-37.857298,145.006521,7 Pickford Street,PRAHRAN,BOROONDARA ,19946,0.97,14,1
59889,-37.82562,145.212523,35 Walwa Street,MITCHAM,PORT PHILLIP ,19901,0.75,32,1
90249,-37.972725,145.06945,20  Elliott Street,CHELTENHAM,YARRA RANGES ,19865,1.08,43,1
83248,-37.891672,145.25286699999995,6 Coromandel Crescent South,KNOXFIELD,SOUTHERN GRAMPIANS ,19868,3.89,46,1
77639,-37.927339,145.178896,2 Koetong Court,MULGRAVE,MACEDON RANGES ,19913,3.33,36,1
66184,-37.787397,145.32583200000005,3 Keats Road,MOOROOLBARK,WEST WIMMERA ,19877,1.22,46,1
71619,-37.861387,145.219929,5 Kalinya Drive,WANTIRNA,CENTRAL GOLDFIELDS ,19871,4.27,37,1
89101,-37.946197,145.00182,10 Arthur Street,SANDRINGHAM,PYRENEES ,19948,0.52,no direct trip is available,0
46893,-37.706443,145.15473300000005,23 Helene Street,ELTHAM,FRANKSTON ,19987,1.0,52,1
53938,-37.8284998,144.9916081,98 Dover Street,CREMORNE,WELLINGTON ,19908,0.51,6,1
35577,-37.726302,145.02105,783 Plenty Road,RESERVOIR,EAST GIPPSLAND ,20010,1.62,40,1
12631,-37.688198,144.76064,20 Dunraven Court,SYDENHAM,HEPBURN ,20000,1.87,34,1
50568,-37.757285,145.139609,44 Mandella Street,TEMPLESTOWE,MOUNT ALEXANDER ,19987,4.92,52,1
570,-37.804592,144.895454,20 Arran Street,SEDDON,EAST GIPPSLAND ,20024,0.42,13,1
93852,-38.06904,145.129748,2 Hogan Close,BONBEACH,QUEENSCLIFFE ,19858,0.91,58,1
82961,-37.888794,145.24399,1 Towner Drive,KNOXFIELD,SOUTHERN GRAMPIANS ,19868,4.57,46,1
12769,-37.721845,144.772413,25 Lemco Walk,DELAHEY,BULOKE ,20001,2.05,31,1
81570,-37.975426,145.22438799999995,9 GOODING CRT,DANDENONG,CARDINIA ,19888,2.07,46,1
15104,-37.737023,144.917081,21 Kernan Street,STRATHMORE,KNOX ,20035,1.16,21,1
38244,-37.775861,145.029788,34 Toolangi Road,ALPHINGTON,BANYULE ,19931,0.31,28,1
23291,-37.747713,144.949387,97 Donne Street,COBURG,MOONEE VALLEY ,19966,1.33,21,1
65034,-37.804768,145.306153,1/12 Byron Road,KILSYTH,SURF COAST ,19877,2.3,46,1
5200,-37.867103,144.818162,42 Grieve Parade,ALTONA,BRIMBANK ,19925,0.46,no direct trip is available,0
78494,-37.958039,145.13927900000004,1/22 Bournemouth Avenue,SPRINGVALE,GREATER BENDIGO ,19913,1.57,36,1
12357,-37.70250702,144.7493744,15 Elgin Close,HILLSIDE,GREATER DANDENONG ,20000,2.19,34,1
66994,-37.75572586,145.35702519999995,13 George Street,LILYDALE,FRANKSTON ,19876,0.82,51,1
88966,-37.946663,145.03246399999995,6 Spring Road,HIGHETT,GREATER DANDENONG ,19872,0.85,37,1
82406,-37.997418,145.229973,77 Wattle Drive,DOVETON,HINDMARSH ,19888,1.96,46,1
10582,-37.782016,144.930371,45 Farnham Street,FLEMINGTON,WHITTLESEA ,20040,0.6,10,1
18416,-37.687513,144.93238799999995,20 Gerbert Street,BROADMEADOWS,WODONGA ,20030,1.23,32,1
4328,-37.835335,144.874197,2A Bruce Street,NEWPORT,MANSFIELD ,19995,1.16,no direct trip is available,0
75573,-37.900824,145.09652,1/3 Heath Avenue,OAKLEIGH,WANGARATTA ,19917,0.72,26,1
34384,-37.730887,145.030055,24 Crevelli Street,RESERVOIR,EAST GIPPSLAND ,20011,2.42,37,1
60824,-37.83435,145.195492,545 Mitcham Road,VERMONT,CENTRAL GOLDFIELDS ,19900,1.85,31,1
63904,-37.784686,145.274237,20 Sevenoaks Avenue,CROYDON,CARDINIA ,19878,1.32,42,1
64395,-37.79611206,145.267273,39 MURRAY ROAD,CROYDON,CARDINIA ,19878,1.17,42,1
88657,-37.95009500000001,145.045347,22 View Street,HIGHETT,GREATER DANDENONG ,19872,0.36,37,1
32878,-37.747191,144.987698,5 Kendall Street,PRESTON,BOROONDARA ,20013,1.11,33,1
66858,-37.744651,145.344427,10 Archer Close,LILYDALE,FRANKSTON ,19876,1.24,51,1
42157,-37.745007,145.06094199999995,37 Lower Plenty Road,ROSANNA,EAST GIPPSLAND ,19936,0.52,36,1
76416,-37.896012,145.09423600000005,8 Nelson Avenue,OAKLEIGH,WANGARATTA ,19917,0.71,26,1
25886,-37.582784,144.90946100000005,20 Birdswood Crescent,CRAIGIEBURN,YARRA RANGES ,40221,3.66,41,1
14343,-37.747749,144.905425,36 Braemar Street,ESSENDON,NILLUMBIK ,20037,1.32,16,1
23539,-37.648798,144.900692,28 Aberdeen Avenue,GREENVALE,HORSHAM ,44817,2.62,35,1
83018,-37.88408661,145.2513275,120 Kathryn Road,KNOXFIELD,SOUTHERN GRAMPIANS ,19868,3.87,46,1
1457,-37.793304,144.883848,8 Stafford  Street,FOOTSCRAY,WHITTLESEA ,20023,0.96,15,1
72941,-37.84633636,145.3049011,14 Beresford Drive,BORONIA,TOWONG ,19869,2.39,44,1
81943,-37.98898315,145.24732969999997,20 Sheoak Street,DOVETON,HINDMARSH ,19888,3.3,46,1
43792,-37.713329,145.087703,44 Elder Street,WATSONIA,MANNINGHAM ,19984,0.43,42,1
74403,-37.887185,145.026342,885 Glen Huntly Road,CAULFIELD,MELTON ,19942,1.42,24,1
62875,-37.829762,145.231503,34 Jarma Road,HEATHMONT,HORSHAM ,19871,1.16,37,1
95839,-37.913251,145.036752,47 Carlton Street,MCKINNON,HORSHAM ,19940,0.35,28,1
71486,-37.854317,145.231698,37 Kidderminster Drive,WANTIRNA,CENTRAL GOLDFIELDS ,19871,3.11,37,1
54999,-37.837335,145.094844,13 Dower Street,CAMBERWELL,MELBOURNE ,19895,1.51,21,1
89211,-37.95009613,145.0163727,141 Abbott Street,SANDRINGHAM,PYRENEES ,19948,1.04,no direct trip is available,0
89504,-37.94960800000001,145.00273700000002,4 Chalmers Avenue,SANDRINGHAM,PYRENEES ,19948,0.18,no direct trip is available,0
85916,-37.916546,144.99323700000005,1/154 New Street,BRIGHTON,HUME ,19951,0.31,no direct trip is available,0
23456,-37.651358,144.895727,17 Ivanhoe Court,GREENVALE,HORSHAM ,44817,2.88,35,1
22288,-37.74150848,144.955307,21 Kelson Street,COBURG,MOONEE VALLEY ,19965,0.71,23,1
11986,-37.724156,144.766327,1 Flint Cres,DELAHEY,BULOKE ,20001,2.48,31,1
58787,-37.812729,145.170338,268 Springfield Road,NUNAWADING,STONNINGTON ,19899,0.96,28,1
290,-37.804696,144.889427,126 Pilgrim Street,SEDDON,EAST GIPPSLAND ,20024,0.3,13,1
80496,-37.984693,145.17104799999996,8 Allawah Close,KEYSBOROUGH,KINGSTON ,19889,1.94,42,1
46553,-37.706077,145.165618,13 Foster Road,ELTHAM,FRANKSTON ,19987,1.77,52,1
27687,-37.605909,144.92908899999995,73 Bridgewater Road,CRAIGIEBURN,YARRA RANGES ,40221,1.34,41,1
89283,-37.961963,145.026478,18 Wentworth Avenue,SANDRINGHAM,PYRENEES ,19872,2.02,37,1
32634,-37.733078000000006,144.991507,34 Hardy Street,PRESTON,BOROONDARA ,20012,1.01,35,1
92945,-37.993865,145.092976,2/78 Warren Road,MORDIALLOC,PORT PHILLIP ,19864,1.46,45,1
43910,-37.704848,145.08246100000005,7 Regis Court,WATSONIA,MANNINGHAM ,19984,0.69,42,1
21840,-37.74547800000001,144.955405,113 Shaftsbury Street,COBURG,MOONEE VALLEY ,19965,0.78,23,1
87772,-37.936466,145.00776100000004,48 Mills Street,HAMPTON,WYNDHAM ,19949,0.58,no direct trip is available,0
17615,-37.710226,144.915696,7 Kennedy Street,GLENROY,WYNDHAM ,20032,0.65,28,1
52811,-37.823967,145.00528400000005,25 Glass Street,RICHMOND,EAST GIPPSLAND ,19906,0.45,8,1
83921,-37.854817,145.004515,36 Banole Avenue,PRAHRAN,BOROONDARA ,19946,0.94,14,1
64824,-37.791739,145.26104099999995,7 Strathfield Parade,CROYDON,CARDINIA ,19878,1.77,42,1
6017,-37.790209,144.838269,10 McKay Street,SUNSHINE,KNOX ,20021,0.51,20,1
56219,-37.84500885,145.1207123,147 Station Street,BURWOOD,MARIBYRNONG ,20042,2.87,22,1
31241,-37.757938,144.99301699999995,403 St Georges Road,THORNBURY,LATROBE ,20014,0.58,31,1
21899,-37.746002,144.97850400000004,123 Harding Street,COBURG,MOONEE VALLEY ,19965,1.4,23,1
31488,-37.755764,145.02377099999995,81 Alston Court,THORNBURY,LATROBE ,20014,2.22,31,1
91330,-37.978969,145.03794299999996,17 Hume Street,BEAUMARIS,TOWONG ,19866,2.0,40,1
73150,-37.853261,145.269198,2 Devenish Road,BORONIA,TOWONG ,19870,1.29,41,1
38711,-37.75828934,145.0511475,2/155 Banksia St,IVANHOE,BASS COAST ,19934,0.64,33,1
76657,-37.91324997,145.1144104,2/1398 North Road,CLAYTON,HINDMARSH ,19916,1.09,28,1
51281,-37.777947,145.117249,33 Somerville Street,DONCASTER,MORELAND ,20042,4.61,22,1
38631,-37.764149,145.04154,15 Ford Street,IVANHOE,BASS COAST ,19933,0.63,30,1
69013,-37.85543442,145.0388947,29 Alice Street,MALVERN,BAW BAW ,19911,0.72,no direct trip is available,1
56027,-37.842219,145.077545,91 Glyndon Road,CAMBERWELL,MELBOURNE ,19850,0.26,23,1
32203,-37.738838,144.99393500000005,2 Park Avenue,PRESTON,BOROONDARA ,20012,0.58,35,1
50903,-37.77577209,145.11363219999996,171 High Street,DONCASTER,MORELAND ,20042,4.89,22,1
34918,-37.70901871,145.0289307,40 Purinuan Road,RESERVOIR,EAST GIPPSLAND ,20009,1.71,41,1
69038,-37.858229,145.03493799999995,3 Fraser Street,MALVERN,BAW BAW ,19944,1.02,18,1
84044,-37.85474777,144.9958649,45 Hornby Street,WINDSOR,MAROONDAH ,19957,0.37,no direct trip is available,0
17658,-37.711646,144.917259,728 Pascoe Vale Road,GLENROY,WYNDHAM ,20032,0.79,28,1
52424,-37.81931,144.997903,16 Berry Street,RICHMOND,EAST GIPPSLAND ,19978,0.75,14,1
10585,-37.794847,144.925232,45 The Ridgeway,KENSINGTON,SOUTH GIPPSLAND ,20041,0.48,9,1
69206,-37.847623,145.03631299999995,53 Elizabeth Street,MALVERN,BAW BAW ,19911,0.51,no direct trip is available,1
46713,-37.728396,145.13523,171 Bolton Street,ELTHAM,FRANKSTON ,19986,1.89,48,1
65471,-37.805027,145.31825,6-8 Glendale Court,KILSYTH,SURF COAST ,19877,2.32,46,1
33664,-37.715578,145.00093,118 Edwardes Street,RESERVOIR,EAST GIPPSLAND ,20010,0.55,40,1
51617,-37.793276,145.127033,7 Frank Street,DONCASTER,MORELAND ,20042,2.93,22,1
6198,-37.786208,144.84515,145 Devonshire Road,SUNSHINE,KNOX ,20021,1.11,20,1
18404,-37.684333,144.930597,2/56 Cuthbert Street,BROADMEADOWS,WODONGA ,20030,0.98,32,1
88677,-37.954019,145.056551,24 Dawn Street,HIGHETT,GREATER DANDENONG ,19866,1.42,40,1
9852,-37.882397,144.64281100000005,6 John Ball Place,WERRIBEE,LODDON ,19921,2.48,no direct trip is available,0
74422,-37.89459,145.064752,1 Frogmore Road,CARNEGIE,MELBOURNE ,19919,0.54,22,1
30329,-37.774202,145.008496,7 Alphington Street,NORTHCOTE,MURRINDINDI ,19929,0.56,24,1
58708,-37.828125,145.177989,20 Menin Road,NUNAWADING,STONNINGTON ,19899,0.88,28,1
90112,-37.951348,145.05963400000005,17 Tintern Mews,CHELTENHAM,YARRA RANGES ,19872,1.59,37,1
14139,-37.760206,144.899434,25 Antares Court,ABERFELDIE,MITCHELL ,20037,1.55,16,1
53711,-37.813969,144.99389399999995,71 Egan Street,RICHMOND,EAST GIPPSLAND ,19978,0.24,14,1
44908,-37.69632,145.10048799999996,31 Warriparri Crescent,GREENSBOROUGH,GLEN EIRA ,19985,1.09,46,1
84494,-37.86761856,144.9936829,2/24 Nelson Street,BALACLAVA,DAREBIN ,19956,0.21,no direct trip is available,0
73611,-37.855349,145.30023,38 McDonald Crescent,BORONIA,TOWONG ,19869,1.5,44,1
40613,-37.695424,145.079857,41 Anderson Parade,BUNDOORA,WODONGA ,19984,1.76,42,1
94413,-37.960503,145.08056299999996,63 St Georges Crescent,HEATHERTON,SOUTH GIPPSLAND ,19866,2.38,40,1
13573,-37.703487,144.744497,9 Lorraine Court,HILLSIDE,GREATER DANDENONG ,20000,2.63,34,1
40599,-37.714018,145.040941,4/30 Cash Street,KINGSBURY,ALPINE ,19983,2.82,39,1
42068,-37.7680055,145.06617,30 Mount Eagle Road,EAGLEMONT,MORELAND ,19934,1.18,33,1
31683,-37.740918,145.017001,10 Sapphire Street,PRESTON,BOROONDARA ,20012,1.47,35,1
14704,-37.76177216,144.89776609999996,65 Vida Street,ABERFELDIE,MITCHELL ,20037,1.74,16,1
18190,-37.67227173,144.9414368,14 KING STREET,DALLAS,MOORABOOL ,19960,0.83,34,1
39092,-37.759124,145.03335,98 Hawker Street,IVANHOE,BASS COAST ,19933,1.52,30,1
53966,-37.81508,145.03791299999995,1 Sercombe Grove,HAWTHORN,YARRA ,19904,0.72,12,1
22312,-37.745595,144.952842,22 Liverpool Street,COBURG,MOONEE VALLEY ,19965,0.99,23,1
33919,-37.72223,144.99195500000005,16 Army Avenue,RESERVOIR,EAST GIPPSLAND ,20011,1.17,37,1
87102,-37.913027,145.002841,8 Alverna Grove,BRIGHTON,HUME ,19951,0.62,no direct trip is available,0
55280,-37.837965,145.069684,21 Finsbury Way,CAMBERWELL,MELBOURNE ,19851,0.26,21,1
95375,-37.910471,145.04336999999995,274 Jasper Road,MCKINNON,HORSHAM ,19940,0.45,28,1
27506,-37.580023,144.927519,66 Hyde Park Avenue,CRAIGIEBURN,YARRA RANGES ,40221,2.8,41,1
60633,-37.841183,145.193826,26 Barnesdale Drive,VERMONT,CENTRAL GOLDFIELDS ,19900,2.58,31,1
13730,-37.744925,144.912789,11 Warner Street,ESSENDON,NILLUMBIK ,20036,0.76,19,1
60848,-37.834558,145.199284,6 Farley Green Court,VERMONT,CENTRAL GOLDFIELDS ,19900,1.95,31,1
5081,-37.867966,144.84315700000005,25 Beach Street,SEAHOLME,WHITEHORSE ,19927,0.19,no direct trip is available,0
31688,-37.752568,145.016177,10 Victoria Street,PRESTON,BOROONDARA ,20014,1.57,31,1
73735,-37.863412,145.26086999999995,46 Rathmullen Road,BORONIA,TOWONG ,19869,2.09,44,1
37611,-37.652748,145.037317,6 Maywood Drive,EPPING,FRANKSTON ,20005,0.64,51,1
10160,-37.793746,144.928272,17 Wight Street,KENSINGTON,SOUTH GIPPSLAND ,20041,0.2,9,1
64641,-37.794695,145.296127,53 Hull Road,CROYDON,CARDINIA ,19878,1.37,42,1
23175,-37.750897,144.980332,8 Danny Street,COBURG,MOONEE VALLEY ,20014,1.67,31,1
38804,-37.762968,145.032627,3/1 Stortford Avenue,IVANHOE,BASS COAST ,19933,1.31,30,1
17414,-37.698608,144.905121,53 Moonee Boulevard,GLENROY,WYNDHAM ,20031,1.02,30,1
72650,-37.852213,145.268436,98 Scoresby Road,BAYSWATER,INDIGO ,19870,1.17,41,1
28610,-37.8028183,144.9885864,36 Dight Street,COLLINGWOOD,MOONEE VALLEY ,19976,0.49,17,1
66966,-37.764098,145.363944,12 Candlebark Circuit,LILYDALE,FRANKSTON ,19876,1.72,51,1
31859,-37.747411,145.0046,135 Plenty Road,PRESTON,BOROONDARA ,20013,0.44,33,1
4364,-37.8291626,144.87515259999995,31 Stephenson Street,SPOTSWOOD,GREATER SHEPPARTON ,19995,0.96,no direct trip is available,0
82775,-37.905714,145.271329,4 Rutherglen Court,ROWVILLE,BALLARAT ,19868,3.4,46,1
30341,-37.780839,145.001524,7 Harper Street,NORTHCOTE,MURRINDINDI ,19928,0.2,22,1
28272,-37.796289,144.981364,382  Napier Street,FITZROY,NILLUMBIK ,19975,1.19,18,1
44264,-37.68441772,145.1237335,14 Cosham Court,GREENSBOROUGH,GLEN EIRA ,19985,2.57,46,1
29851,-37.77275,145.014375,29 Hillside Avenue,NORTHCOTE,MURRINDINDI ,19930,0.75,26,1
18980,-37.674158,144.93351,50 Kiewa Crescent,DALLAS,MOORABOOL ,19960,1.47,34,1
4077,-37.845291,144.87063600000005,119 Woods Street,NEWPORT,MANSFIELD ,19994,1.18,no direct trip is available,0
65914,-37.78363037,145.3321686,19 Blackburn Road,MOOROOLBARK,WEST WIMMERA ,19877,1.74,46,1
89680,-37.95503400000001,145.021962,8 Miller Street,SANDRINGHAM,PYRENEES ,19948,1.61,no direct trip is available,0
88139,-37.937737,145.038694,2/1017 Nepean Highway,MOORABBIN,MANSFIELD ,19937,0.41,34,1
86585,-37.922988,144.998804,32 Lynch Street,BRIGHTON,HUME ,19951,0.9,no direct trip is available,0
92782,-37.986939,145.097633,16 Scarlet Street,MORDIALLOC,PORT PHILLIP ,19864,1.99,45,1
73200,-37.856735,145.271923,2/19 Browning Road,BORONIA,TOWONG ,19869,1.17,44,1
67701,-37.773268,145.331167,8 Park Lane,LILYDALE,FRANKSTON ,19877,2.09,46,1
78240,-37.926654,145.20091399999995,6 Lalor Close,MULGRAVE,MACEDON RANGES ,19891,4.71,38,1
83957,-37.854872,144.995747,39 Hornby Street,WINDSOR,MAROONDAH ,19957,0.35,no direct trip is available,0
93286,-38.0153,145.098746,38 Eulinga Avenue,ASPENDALE,YARRIAMBIACK ,19862,1.36,51,1
66734,-37.763157,145.329654,8 Wembley Close,MOOROOLBARK,WEST WIMMERA ,19876,1.8,51,1
68103,-37.837956,145.009673,43 Washington Street,TOORAK,MANNINGHAM ,19947,0.99,12,1
71731,-37.85569,145.240973,64 Chartwell Drive,WANTIRNA,CENTRAL GOLDFIELDS ,19870,2.85,41,1
987,-37.794257,144.89325,4 The Crescent,FOOTSCRAY,WHITTLESEA ,20024,0.93,13,1
43503,-37.713507,145.080837,15/53 Devonshire Road,WATSONIA,MANNINGHAM ,19984,0.39,42,1
12686,-37.718462,144.767595,22 Barley Court,DELAHEY,BULOKE ,20000,2.01,34,1
82316,-37.9861492,145.2388003,6 Gum Court,DOVETON,HINDMARSH ,19888,2.59,46,1
3730,-37.81017685,144.8852997,60 Bayview Road,YARRAVILLE,MITCHELL ,19996,0.75,no direct trip is available,0
9626,-37.865613,144.723152,7 Arion Road,TRUGANINA,CENTRAL GOLDFIELDS ,46468,2.19,no direct trip is available,0
59688,-37.82052,145.212888,24 Heatherdale Road,MITCHAM,PORT PHILLIP ,19901,0.18,32,1
54905,-37.843369,145.07668,109 Glyndon Road,CAMBERWELL,MELBOURNE ,19850,0.12,23,1
63442,-37.787267,145.270928,12 Broughton Avenue,CROYDON,CARDINIA ,19878,1.25,42,1
17850,-37.69871521,144.9267426,90 Beatty Avenue,GLENROY,WYNDHAM ,20031,1.04,30,1
81984,-37.9969262,145.2352065,24 Kanooka Grove,DOVETON,HINDMARSH ,19888,2.37,46,1
35986,-37.679442,145.03938300000004,38 Bates Avenue,THOMASTOWN,CAMPASPE ,20007,2.21,46,1
49900,-37.77959,145.101652,13 Westwood Drive,BULLEEN,MARIBYRNONG ,19935,4.39,34,1
48648,-37.801453,145.035945,67 Cobden Street,KEW,SOUTH GIPPSLAND ,19904,2.23,12,1
65725,-37.762173,145.319004,127 Partridge Way,MOOROOLBARK,WEST WIMMERA ,19877,2.58,46,1
54837,-37.826902,145.061449,1/1 Royal Crescent,CAMBERWELL,MELBOURNE ,19853,0.24,15,1
88353,-37.948452,145.032925,1/23 George Street,HIGHETT,GREATER DANDENONG ,19872,0.79,37,1
69320,-37.844971,145.037464,82 Elizabeth Street,MALVERN,BAW BAW ,19911,0.62,no direct trip is available,1
17231,-37.698644,144.93691,41A Morley Street,GLENROY,WYNDHAM ,20032,1.85,28,1
88250,-37.941508,145.05510900000004,56 Bulli Street,MOORABBIN,MANSFIELD ,19872,1.39,37,1
96831,-38.006466,145.28065700000005,4 Weeden Crescent,HALLAM,GLEN EIRA ,19885,1.58,50,1
60564,-37.832318,145.21014,2 Laidlaw Court,VERMONT,CENTRAL GOLDFIELDS ,19901,1.51,32,1
55220,-37.84508514,145.0769501,2 Hartwell Hill Road,CAMBERWELL,MELBOURNE ,19850,0.17,23,1
74515,-37.89398193,145.0527344,11 Munro Avenue,CARNEGIE,MELBOURNE ,19920,1.0,20,1
95557,-37.920837,145.028165,33 Brewer Road,BENTLEIGH,HOBSONS BAY ,19938,0.8,32,1
48740,-37.805292,145.032615,7A Peel Street,KEW,SOUTH GIPPSLAND ,19904,1.83,12,1
19858,-37.670966,144.902626,9 Hesse Court,WESTMEADOWS,LODDON ,20030,2.01,32,1
45050,-37.69122,145.102364,4 Tuta Court,GREENSBOROUGH,GLEN EIRA ,19985,1.51,46,1
29716,-37.773599,145.007452,22 Ellesmere Street,NORTHCOTE,MURRINDINDI ,19929,0.63,24,1
84941,-37.875343,144.978953,4 Pozieres Avenue,ELWOOD,MORELAND ,19955,1.43,no direct trip is available,0
63362,-37.796989,145.302422,10 View Street,CROYDON,CARDINIA ,19877,1.62,46,1
88069,-37.943898,145.05226399999995,112 Rowans Road,MOORABBIN,MANSFIELD ,19872,1.04,37,1
55647,-37.823776,145.058973,4 Victoria Road,CAMBERWELL,MELBOURNE ,19853,0.31,15,1
81139,-37.970732,145.215653,3/26 Vizard Street,DANDENONG,CARDINIA ,19888,2.2,46,1
48391,-37.813891,145.053138,4 Bramley Court,KEW,SOUTH GIPPSLAND ,19903,1.14,14,1
28878,-37.802501,144.997507,192 Nicholson Street,ABBOTSFORD,BANYULE ,19976,0.4,17,1
18634,-37.684494,144.919745,3 Oxley Court,BROADMEADOWS,WODONGA ,20030,0.16,32,1
67832,-37.841616,145.02765300000004,10 Moonga Road,TOORAK,MANNINGHAM ,19910,0.55,no direct trip is available,1
86975,-37.923145,145.00368,65 Champion Street,BRIGHTON,HUME ,19951,1.1,no direct trip is available,0
21122,-37.770225,144.964854,36 Blair Street,BRUNSWICK,MARIBYRNONG ,19968,0.54,16,1
14604,-37.759511,144.897675,54 Vida Street,ABERFELDIE,MITCHELL ,20037,1.68,16,1
16682,-37.702265,144.91815,186 Melbourne Avenue,GLENROY,WYNDHAM ,20032,0.27,28,1
95672,-37.907366,145.038176,38 Glen Orme Avenue,ORMOND,MOIRA ,19940,0.33,28,1
13557,-37.69488525,144.75440980000005,9 Cynthia Court,HILLSIDE,GREATER DANDENONG ,20000,1.87,34,1
23236,-37.735051,144.949906,9 Autumn Street,COBURG,MOONEE VALLEY ,19964,1.15,25,1
69885,-37.870324,145.103726,3 Katta Court,ASHWOOD,DAREBIN ,19840,0.82,no direct trip is available,0
91388,-37.970556,145.042296,2/65 Weatherall Road,CHELTENHAM,YARRA RANGES ,19866,1.16,40,1
41992,-37.73689,145.078873,28 Leura Avenue,ROSANNA,EAST GIPPSLAND ,19936,1.3,36,1
44781,-37.68298400000001,145.116615,279 Plenty River Drive,GREENSBOROUGH,GLEN EIRA ,19985,2.45,46,1
84624,-37.879216,144.98599199999995,127 Mitford Street,ELWOOD,MORELAND ,19955,0.89,no direct trip is available,0
12724,-37.71298218,144.7686768,23 Dandarriga Way,DELAHEY,BULOKE ,20000,1.41,34,1
3117,-37.809803,144.88822199999996,22 O'Farrell Street,YARRAVILLE,MITCHELL ,19997,0.66,no direct trip is available,0
37204,-37.638565,145.031027,29 Rosen Fraser Close,EPPING,FRANKSTON ,20005,1.54,51,1
55410,-37.847311,145.092207,27 Outlook Drive,CAMBERWELL,MELBOURNE ,19849,1.13,25,1
44152,-37.70018005,145.11076359999996,110 Hume Street,GREENSBOROUGH,GLEN EIRA ,19985,0.47,46,1
17774,-37.69921400000001,144.93346200000005,85 Hubert Street,GLENROY,WYNDHAM ,20032,1.55,28,1
53499,-37.82830811,145.0119019,56 Parkville Street,BURNLEY,STRATHBOGIE ,19906,0.39,8,1
39785,-37.692962,145.050428,16 Lennox Crescent,BUNDOORA,WODONGA ,20008,3.4,44,1
17783,-37.699407,144.935179,86 Justin Avenue,GLENROY,WYNDHAM ,20032,1.68,28,1
67907,-37.848197,145.015971,18 Iona Avenue,TOORAK,MANNINGHAM ,19946,0.34,14,1
9884,-37.79193400000001,144.92725900000005,1 Hopetoun Street,KENSINGTON,SOUTH GIPPSLAND ,20041,0.35,9,1
78111,-37.926203,145.16126699999995,48 Mackie Road,MULGRAVE,MACEDON RANGES ,19914,2.4,33,1
81353,-37.972088,145.212778,5 Southdean Street,DANDENONG,CARDINIA ,19889,1.98,42,1
3168,-37.817695,144.873683,24 Freeman Street,YARRAVILLE,MITCHELL ,19996,1.44,no direct trip is available,0
7352,-37.730769,144.81813300000005,25 Bellara Crescent,KEALBA,BASS COAST ,20001,2.15,31,1
38581,-37.757482,145.047398,120 St Elmo Road,IVANHOE,BASS COAST ,19934,0.89,33,1
40260,-37.707819,145.054869,29 Greenwood Drive,BUNDOORA,WODONGA ,19983,2.38,39,1
